1443139200,239.99,239.99,234.81,235.2,190090
1443225600,235.29,235.36,232.91,234.51,258488
1443312000,234.09,234.76,233.03,233.29,161013
1443398400,233.01,243.19,232.9,240.07,319143
1443484800,240.28,241.5,235.81,237.0,368771
1443571200,237.0,238.2,235.56,236.55,294736
1443657600,236.57,239.53,234.63,238.1,180356
1443744000,238.1,238.99,237.09,238.0,133911
1443830400,238.0,241.0,237.53,239.67,127411
1443916800,239.83,239.93,238.3,238.58,148659
1444003200,238.55,240.85,237.77,240.85,255736
1444089600,240.69,249.0,240.68,247.09,536943
1444176000,246.92,247.8,243.43,243.43,428099
1444262400,244.62,245.73,243.0,243.19,393019
1444348800,243.27,244.91,242.99,244.4,466508
1444435200,244.85,246.08,243.77,246.0,300969
1444521600,245.76,248.56,245.18,248.13,657289
1444608000,248.13,248.41,245.7,246.38,710444
1444694400,246.23,251.49,244.47,250.76,1284157
1444780800,250.91,255.55,249.99,253.32,1196167
1444867200,253.14,257.18,253.04,254.86,3508869
1444953600,254.88,267.55,254.88,263.89,4632494
1445040000,263.84,278.51,263.0,273.91,9988015
1445126400,274.29,275.05,262.0,265.63,3216612
1445212800,265.68,270.69,261.55,265.35,2241882
1445299200,265.4,274.49,264.68,271.85,2770928
1445385600,271.91,273.45,263.88,268.37,2806074
1445472000,268.54,280.0,267.65,276.9,2263003
1445558400,276.61,282.38,275.47,279.8,1898945
1445644800,279.89,286.9,278.35,285.39,2753916
1445731200,285.2,299.51,282.9,285.79,5663816
1445817600,285.57,292.29,281.01,289.32,3596017
1445904000,289.16,305.32,286.89,296.51,4671955
1445990400,296.6,310.36,296.6,306.99,4231430
1446076800,307.19,322.0,303.14,316.6,5642264
1446163200,317.0,336.81,300.0,333.0,7526523
1446249600,333.2,338.7,307.53,317.73,5842767
1446336000,317.76,335.0,314.0,331.38,2599899
1446422400,331.28,380.0,326.95,371.98,3855966
1446508800,372.0,440.0,365.18,422.0,6102534
1446595200,419.81,558.0,382.0,424.0,5738641
1446681600,425.0,472.73,375.0,402.0,3820602
1446768000,403.32,408.32,359.0,377.61,3353266
1446854400,378.0,394.99,373.91,384.34,2032334
1446940800,384.33,394.82,365.0,372.0,1938629
1447027200,372.82,395.21,361.32,383.25,2043266
1447113600,383.46,385.96,326.88,339.45,3018387
1447200000,340.0,344.0,301.09,314.5,3906724
1447286400,314.69,349.84,313.7,338.25,3688177
1447372800,338.25,344.75,325.21,338.81,1939377
1447459200,339.58,345.03,329.31,333.63,1637971
1447545600,333.3,335.08,314.5,320.43,1621865
1447632000,320.5,334.77,314.1,332.05,1502612
1447718400,331.7,342.69,331.15,336.4,1530487
1447804800,336.18,339.69,328.77,336.5,1208577
1447891200,336.02,336.84,324.85,326.65,1209300
1447977600,326.44,327.37,309.99,322.09,1878107
1448064000,322.17,330.62,319.67,328.24,1113793
1448150400,327.75,328.6,319.81,324.92,912601
1448236800,324.58,331.94,320.96,323.81,803797
1448323200,323.46,323.76,315.79,319.8,927965
1448409600,319.85,334.49,315.84,329.42,1220511
1448496000,330.09,372.42,329.25,354.2,3054060
1448582400,355.01,367.4,350.0,361.7,2415770
1448668800,362.29,362.29,350.0,359.72,1678983
1448755200,359.29,382.74,355.1,379.5,1407040
1448841600,378.8,388.5,373.32,381.43,2619821
1448928000,381.32,384.75,347.03,364.1,2092391
1449014400,362.69,367.18,346.67,359.96,1896192
1449100800,360.1,372.7,355.0,362.32,1909147
1449187200,361.61,365.38,353.21,364.2,1174333
1449273600,364.49,395.0,363.35,394.0,1884756
1449360000,393.92,407.51,387.0,390.04,1995480
1449446400,389.08,405.62,384.0,396.7,1632998
1449532800,396.63,425.15,390.0,423.0,1589423
1449619200,423.99,428.7,407.5,422.14,3017529
